comment_id,Comment,Label,Clause,targets_comment_id,Date,stakeholder_type
1034,We welcome the direction in Clause 4(b). It improves consistency and transparency. XBRL tagging obligations.,AGREE,Clause 4(b),1001,2025-08-09,Company
1035,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities.,AGREE,Clause 4(b),1001,2025-07-28,Industry Association
1036,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. More clarification is needed.,AGREE,Clause 4(b),1001,2025-07-21,Auditor
1037,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-07-28,Individual
1038,We welcome the direction in Clause 4(b). It improves consistency and transparency. timeline of 10 days.,AGREE,Clause 4(b),1001,2025-08-27,Professional Body
1039,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. Please consider festival season constraints. regulatory arbitrage near thresholds.,AGREE,Clause 4(b),1001,2025-08-12,Industry Association
1040,We welcome the direction in Clause 4(b). It improves consistency and transparency. transparency for shareholders.,AGREE,Clause 4(b),1001,2025-09-07,Professional Body
1041,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-08-13,Industry Association
1042,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners.,AGREE,Clause 4(b),1001,2025-08-05,Industry Association
1043,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-07-24,Auditor
1044,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. phased implementation.,AGREE,Clause 4(b),1001,2025-08-27,Auditor
1045,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities.,AGREE,Clause 4(b),1001,2025-08-08,Company
1046,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. Please consider festival season constraints.,AGREE,Clause 4(b),1001,2025-08-09,Startup
1047,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities.,AGREE,Clause 4(b),1001,2025-08-11,Startup
1048,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-08-06,Auditor
1049,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. XBRL tagging obligations.,AGREE,Clause 4(b),1001,2025-08-20,Consultant
1050,We welcome the direction in Clause 4(b). It improves consistency and transparency. timeline of 10 days.,AGREE,Clause 4(b),1001,2025-07-29,Auditor
1051,We welcome the direction in Clause 4(b). It improves consistency and transparency.,AGREE,Clause 4(b),1001,2025-08-18,Individual
1052,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-07-20,Auditor
1053,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-08-07,Startup
1054,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. Industry transition time will be essential.,AGREE,Clause 4(b),1001,2025-08-20,Consultant
1055,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. Please consider festival season constraints. XBRL tagging obligations.,AGREE,Clause 4(b),1001,2025-09-06,Consultant
1056,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities.,AGREE,Clause 4(b),1001,2025-07-25,Company
1057,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-09-09,Startup
1058,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. Data privacy safeguards should be retained.,AGREE,Clause 4(b),1001,2025-09-09,Industry Association
1059,We welcome the direction in Clause 4(b). It improves consistency and transparency. More clarification is needed. regulatory arbitrage near thresholds.,AGREE,Clause 4(b),1001,2025-08-30,Professional Body
1060,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. timeline of 10 days.,AGREE,Clause 4(b),1001,2025-08-04,Company
1061,We welcome the direction in Clause 4(b). It improves consistency and transparency. regulatory arbitrage near thresholds.,AGREE,Clause 4(b),1001,2025-07-20,Professional Body
1062,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities.,AGREE,Clause 4(b),1001,2025-09-04,Industry Association
1063,We welcome the direction in Clause 4(b). It improves consistency and transparency.,AGREE,Clause 4(b),1001,2025-08-08,Company
1064,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-08-02,Individual
1065,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. Please consider festival season constraints.,AGREE,Clause 4(b),1001,2025-08-18,Startup
1066,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-08-01,Professional Body
1067,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners.,AGREE,Clause 4(b),1001,2025-07-22,Auditor
1068,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-07-26,Startup
1069,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. Industry transition time will be essential. regulatory arbitrage near thresholds.,AGREE,Clause 4(b),1001,2025-08-24,Individual
1070,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-08-13,Company
1071,We welcome the direction in Clause 4(b). It improves consistency and transparency.,AGREE,Clause 4(b),1001,2025-07-26,Individual
1072,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. Please consider festival season constraints. timeline of 10 days.,AGREE,Clause 4(b),1001,2025-08-02,Professional Body
1073,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. This will directly impact stakeholders. post-facto disclosure.,AGREE,Clause 4(b),1001,2025-07-30,Industry Association
1074,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. More clarification is needed. board independence criteria.,AGREE,Clause 4(b),1001,2025-08-16,Startup
1075,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. More clarification is needed.,AGREE,Clause 4(b),1001,2025-07-25,Startup
1076,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. More clarification is needed. timeline of 10 days.,AGREE,Clause 4(b),1001,2025-08-04,Industry Association
1077,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. More clarification is needed.,AGREE,Clause 4(b),1001,2025-08-07,Auditor
1078,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. More clarification is needed. transparency for shareholders.,AGREE,Clause 4(b),1001,2025-07-23,Individual
1079,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings.,AGREE,Clause 4(b),1001,2025-08-24,Industry Association
1080,We welcome the direction in Clause 4(b). It improves consistency and transparency.,AGREE,Clause 4(b),1001,2025-09-07,Consultant
1081,We welcome the direction in Clause 4(b). It improves consistency and transparency.,AGREE,Clause 4(b),1001,2025-08-24,Auditor
1082,We welcome the direction in Clause 4(b). It improves consistency and transparency. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-07-22,Individual
1083,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. board independence criteria.,AGREE,Clause 4(b),1001,2025-08-21,Industry Association
1084,We welcome the direction in Clause 4(b). It improves consistency and transparency. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-07-31,Individual
1085,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. This will directly impact stakeholders. board independence criteria.,AGREE,Clause 4(b),1001,2025-09-05,Individual
1086,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. Data privacy safeguards should be retained.,AGREE,Clause 4(b),1001,2025-08-11,Professional Body
1087,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-07-30,Professional Body
1088,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners.,AGREE,Clause 4(b),1001,2025-08-29,Consultant
1089,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-07-26,Startup
1090,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. This will directly impact stakeholders.,AGREE,Clause 4(b),1001,2025-08-05,Auditor
1091,We agree with the proposed alignment in Clause 4(b); it will harmonize reporting across filings. safe-harbour.,AGREE,Clause 4(b),1001,2025-08-22,Industry Association
1092,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. More clarification is needed. digitization of filings.,DISAGREE,Clause 4(b),1001,2025-08-07,Industry Association
1093,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-08-28,Company
1094,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. timeline of 10 days.,DISAGREE,Clause 4(b),1001,2025-08-11,Consultant
1095,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),1001,2025-08-15,Startup
1096,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. Industry transition time will be essential.,DISAGREE,Clause 4(b),1001,2025-07-28,Industry Association
1097,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. This will directly impact stakeholders. CSR expenditure classification.,DISAGREE,Clause 4(b),1001,2025-09-07,Professional Body
1098,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-08-14,Auditor
1099,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),1001,2025-08-01,Auditor
1100,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-08-10,Company
1101,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. More clarification is needed. timeline of 10 days.,DISAGREE,Clause 4(b),1001,2025-08-20,Company
1102,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-08-24,Startup
1103,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-09-03,Industry Association
1104,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. This will directly impact stakeholders.,DISAGREE,Clause 4(b),1001,2025-07-24,Industry Association
1105,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. This will directly impact stakeholders. audit committee oversight.,DISAGREE,Clause 4(b),1001,2025-08-08,Consultant
1106,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-08-22,Company
1107,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-08-19,Individual
1108,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. More clarification is needed. audit committee oversight.,DISAGREE,Clause 4(b),1001,2025-08-14,Professional Body
1109,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-07-28,Industry Association
1110,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),1001,2025-08-07,Professional Body
1111,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-08-24,Company
1112,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-07-29,Individual
1113,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. Industry transition time will be essential.,DISAGREE,Clause 4(b),1001,2025-08-29,Industry Association
1114,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),1001,2025-08-18,Auditor
1115,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. This will directly impact stakeholders.,DISAGREE,Clause 4(b),1001,2025-08-26,Consultant
1116,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-08-26,Company
1117,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-08-31,Startup
1118,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-08-03,Individual
1119,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-09-03,Company
1120,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. Data privacy safeguards should be retained.,DISAGREE,Clause 4(b),1001,2025-08-29,Industry Association
1121,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. Please consider festival season constraints. digitization of filings.,DISAGREE,Clause 4(b),1001,2025-08-15,Industry Association
1122,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-09-04,Consultant
1123,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-07-29,Auditor
1124,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),1001,2025-08-14,Consultant
1125,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),1001,2025-08-21,Consultant
1126,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. Industry transition time will be essential.,DISAGREE,Clause 4(b),1001,2025-08-31,Company
1127,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-08-21,Consultant
1128,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-08-19,Professional Body
1129,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. This will directly impact stakeholders. board independence criteria.,DISAGREE,Clause 4(b),1001,2025-09-02,Company
1130,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),1001,2025-08-11,Auditor
1131,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-08-24,Consultant
1132,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-09-02,Auditor
1133,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. This will directly impact stakeholders. audit committee oversight.,DISAGREE,Clause 4(b),1001,2025-08-01,Industry Association
1134,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),1001,2025-07-28,Auditor
1135,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-08-11,Startup
1136,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-07-20,Individual
1137,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. More clarification is needed. phased implementation.,DISAGREE,Clause 4(b),1001,2025-08-20,Company
1138,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. Industry transition time will be essential.,DISAGREE,Clause 4(b),1001,2025-09-05,Professional Body
1139,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. This will directly impact stakeholders.,DISAGREE,Clause 4(b),1001,2025-08-13,Company
1140,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-08-01,Company
1141,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. This will directly impact stakeholders.,DISAGREE,Clause 4(b),1001,2025-08-16,Professional Body
1142,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-08-21,Professional Body
1143,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. More clarification is needed. post-facto disclosure.,DISAGREE,Clause 4(b),1001,2025-08-12,Auditor
1144,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-08-14,Individual
1145,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. Data privacy safeguards should be retained.,DISAGREE,Clause 4(b),1001,2025-08-09,Consultant
1146,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),1001,2025-08-03,Individual
1147,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),1001,2025-08-02,Auditor
1148,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-08-08,Industry Association
1149,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-08-19,Consultant
1150,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-08-16,Consultant
1151,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. Data privacy safeguards should be retained.,DISAGREE,Clause 4(b),1001,2025-07-26,Industry Association
1152,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. Please consider festival season constraints.,DISAGREE,Clause 4(b),1001,2025-07-28,Startup
1153,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),1001,2025-08-17,Consultant
1154,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),1001,2025-07-31,Individual
1155,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),1001,2025-09-05,Company
1156,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. CSR expenditure classification.,DISAGREE,Clause 4(b),1001,2025-09-02,Consultant
1157,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. More clarification is needed.,DISAGREE,Clause 4(b),1001,2025-07-28,Startup
1158,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. Data privacy safeguards should be retained.,DISAGREE,Clause 4(b),1001,2025-08-28,Startup
1159,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),1001,2025-09-06,Industry Association
1160,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits. Industry transition time will be essential.,DISAGREE,Clause 4(b),1001,2025-08-28,Professional Body
1161,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement. More clarification is needed. regulatory arbitrage near thresholds.,DISAGREE,Clause 4(b),1001,2025-09-09,Startup
1162,Consider exemptions for intra-group operational contracts within Clause 4(b). This will directly impact stakeholders.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-25,Startup
1163,Recommend phased implementation for Clause 4(b) with guidance notes and examples.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-22,Company
1164,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. More clarification is needed.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-29,Startup
1165,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. phased implementation.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-05,Professional Body
1166,Recommend phased implementation for Clause 4(b) with guidance notes and examples. regulatory arbitrage near thresholds.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-04,Individual
1167,Consider exemptions for intra-group operational contracts within Clause 4(b).,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-08,Consultant
1168,Recommend phased implementation for Clause 4(b) with guidance notes and examples. More clarification is needed. board independence criteria.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-26,Consultant
1169,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-27,Company
1170,Consider exemptions for intra-group operational contracts within Clause 4(b). More clarification is needed.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-20,Consultant
1171,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. additional reporting near cutoff.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-16,Consultant
1172,Recommend phased implementation for Clause 4(b) with guidance notes and examples.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-06,Startup
1173,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. Industry transition time will be essential.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-20,Consultant
1174,Consider exemptions for intra-group operational contracts within Clause 4(b). This will directly impact stakeholders.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-24,Startup
1175,Consider exemptions for intra-group operational contracts within Clause 4(b). safe-harbour.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-08,Company
1176,Consider exemptions for intra-group operational contracts within Clause 4(b). post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-28,Professional Body
1177,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. safe-harbour.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-19,Auditor
1178,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. timeline of 10 days.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-02,Auditor
1179,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. Please consider festival season constraints.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-30,Consultant
1180,Recommend phased implementation for Clause 4(b) with guidance notes and examples. Industry transition time will be essential. post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-29,Startup
1181,Recommend phased implementation for Clause 4(b) with guidance notes and examples.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-06,Startup
1182,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-13,Startup
1183,Consider exemptions for intra-group operational contracts within Clause 4(b). regulatory arbitrage near thresholds.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-07,Professional Body
1184,Recommend phased implementation for Clause 4(b) with guidance notes and examples. Data privacy safeguards should be retained. board independence criteria.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-19,Startup
1185,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. audit committee oversight.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-28,Auditor
1186,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. Industry transition time will be essential. transparency for shareholders.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-23,Startup
1187,Recommend phased implementation for Clause 4(b) with guidance notes and examples. More clarification is needed. additional reporting near cutoff.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-31,Industry Association
1188,Consider exemptions for intra-group operational contracts within Clause 4(b). Data privacy safeguards should be retained.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-08,Professional Body
